,id,data_inversa,dia_semana,horario,uf,br,km,municipio,causa_acidente,tipo_acidente,classificacao_acidente,fase_dia,sentido_via,condicao_metereologica,tipo_pista,tracado_via,uso_solo,pessoas,mortos,feridos_leves,feridos_graves,ilesos,ignorados,feridos,veiculos,latitude,longitude,regional,delegacia,uop,rounded_datetime,rain,temperature_2m,apparent_temperature,relativehumidity_2m,cloudcover,windspeed_10m,is_day
17299,405591,1/3/2022,segunda-feira,4:20:00,MG,381.0,484.7,BETIM,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Garoa/Chuvisco,Múltipla,Reta,Sim,1,0,0,0,0,1,0,1,-19.95531717,-44.11722196,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,03/01/2022 04:00:00,0.8,19.0,21.2,95.0,61.0,5.4,0.0
17303,405597,1/3/2022,segunda-feira,6:30:00,SC,282.0,305.0,VARGEM,Chuva,Colisão com objeto,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Simples,Curva,Não,3,0,1,0,2,0,1,1,-27.500679,-50.949047,SPRF-SC,DEL07-SC,UOP06-DEL07-SC,03/01/2022 07:00:00,0.6,20.6,23.3,93.0,100.0,6.6,1.0
17307,405603,1/3/2022,segunda-feira,8:30:00,GO,20.0,81.0,FORMOSA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,3,0,3,0,0,0,3,1,-15.083676,-47.098251,SPRF-DF,DEL02-DF,UOP01-DEL02-DF,03/01/2022 09:00:00,0.2,24.0,27.7,81.0,36.0,3.1,1.0
17312,405615,1/3/2022,segunda-feira,7:30:00,MG,381.0,732.3,CARMO DA CACHOEIRA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Garoa/Chuvisco,Dupla,Curva,Não,4,0,1,0,3,0,1,1,-21.521607,-45.223398,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,03/01/2022 08:00:00,0.2,19.8,21.1,97.0,100.0,14.7,1.0
17332,405652,1/3/2022,segunda-feira,8:00:00,PR,277.0,681.0,SAO MIGUEL DO IGUACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Desvio Temporário,Não,2,0,1,0,1,0,1,1,-25.32705338,-54.17332888,SPRF-PR,DEL05-PR,UOP01-DEL05-PR,03/01/2022 08:00:00,0.0,27.8,30.5,62.0,80.0,7.5,1.0
17384,405741,1/3/2022,segunda-feira,9:20:00,MG,251.0,518.0,MONTES CLAROS,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Ponte,Não,4,0,1,0,3,0,1,1,-16.66257909,-43.76892799,SPRF-MG,DEL12-MG,UOP01-DEL12-MG,03/01/2022 09:00:00,0.2,23.8,26.9,83.0,100.0,7.4,1.0
17399,405769,1/3/2022,segunda-feira,16:25:00,PR,277.0,227.4,FERNANDES PINHEIRO,Chuva,Colisão lateral sentido oposto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,7,0,5,0,2,0,5,2,-25.45403313,-50.44256003,SPRF-PR,DEL03-PR,UOP03-DEL03-PR,03/01/2022 16:00:00,0.0,30.4,31.4,41.0,50.0,9.0,1.0
17415,405789,1/3/2022,segunda-feira,18:30:00,SP,116.0,64.8,GUARATINGUETA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,-22.823273,-45.192806,SPRF-SP,DEL08-SP,UOP01-DEL08-SP,03/01/2022 19:00:00,0.0,23.8,27.8,87.0,67.0,4.3,0.0
17418,405793,1/3/2022,segunda-feira,18:00:00,MG,40.0,260.0,SAO GONCALO DO ABAETE,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,2,0,1,0,1,0,1,1,-18.13859161,-45.35402196,SPRF-MG,DEL14-MG,UOP02-DEL14-MG,03/01/2022 18:00:00,0.2,25.0,27.9,74.0,48.0,6.0,1.0
17443,405856,1/4/2022,terça-feira,9:15:00,MG,381.0,815.0,CAREACU,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,1,-22.08771284,-45.70503017,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,04/01/2022 09:00:00,0.6,20.5,22.3,93.0,100.0,11.2,1.0
17485,405941,1/4/2022,terça-feira,18:20:00,MG,381.0,941.0,EXTREMA,Chuva,Capotamento,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-22.86021873,-46.34260711,SPRF-MG,DEL16-MG,UOP03-DEL16-MG,04/01/2022 18:00:00,0.2,21.9,25.1,91.0,69.0,6.1,1.0
17528,406016,1/5/2022,quarta-feira,8:15:00,MG,262.0,539.4,LUZ,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,4,0,4,0,0,0,4,1,-19.76268587,-45.79506296,SPRF-MG,DEL08-MG,UOP02-DEL08-MG,05/01/2022 08:00:00,0.1,22.0,24.5,90.0,100.0,10.2,1.0
17554,406060,1/5/2022,quarta-feira,12:00:00,MG,40.0,584.0,ITABIRITO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Sim,2,0,2,0,0,0,2,1,-20.32543595,-43.92760693,SPRF-MG,DEL01-MG,UOP02-DEL01-MG,05/01/2022 12:00:00,0.4,18.8,19.1,91.0,100.0,15.3,1.0
17572,406098,1/5/2022,quarta-feira,14:40:00,MG,365.0,643.1,UBERLANDIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,1,0,1,0,0,0,1,1,-18.8808611,-48.49354102,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,05/01/2022 15:00:00,0.1,25.5,27.8,75.0,73.0,13.5,1.0
17575,406108,1/5/2022,quarta-feira,15:55:00,RS,290.0,50.0,GLORINHA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,2,0,2,0,0,0,2,1,-29.906633,-50.757706,SPRF-RS,DEL03-RS,UOP01-DEL03-RS,05/01/2022 16:00:00,1.1,22.3,23.3,91.0,100.0,22.3,1.0
17576,406111,1/5/2022,quarta-feira,16:40:00,SP,381.0,70.0,MAIRIPORA,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Sim,3,0,0,1,2,0,1,2,-23.34972978,-46.56070474,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,05/01/2022 17:00:00,0.6,24.6,26.0,71.0,100.0,14.2,1.0
17595,406145,1/5/2022,quarta-feira,15:30:00,MG,381.0,837.5,SAO SEBASTIAO DA BELA VISTA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,4,0,2,1,0,1,3,1,-22.14864652,-45.82233542,SPRF-MG,DEL16-MG,UOP01-DEL16-MG,05/01/2022 16:00:00,2.2,23.2,25.4,80.0,95.0,9.8,1.0
17603,406161,1/5/2022,quarta-feira,21:00:00,SP,381.0,61.0,MAIRIPORA,Chuva,Tombamento,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Dupla,Não Informado,Não,2,0,0,1,1,0,1,2,-23.29011611,-46.5800681,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,05/01/2022 21:00:00,0.0,20.8,23.0,88.0,45.0,6.9,0.0
17644,407050,1/6/2022,quinta-feira,13:45:00,MS,163.0,600.0,SAO GABRIEL DO OESTE,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Não,5,0,1,0,4,0,1,1,-19.50263404,-54.47640207,SPRF-MS,DEL06-MS,UOP02-DEL06-MS,06/01/2022 14:00:00,0.2,29.0,34.7,60.0,81.0,4.4,1.0
17657,407083,1/6/2022,quinta-feira,9:15:00,GO,20.0,34.0,FORMOSA,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Reta,Não,6,0,0,2,4,0,2,1,-15.464266,-47.099323,SPRF-DF,DEL02-DF,UOP01-DEL02-DF,06/01/2022 09:00:00,0.1,22.6,24.7,82.0,49.0,9.6,1.0
17667,407104,1/6/2022,quinta-feira,8:40:00,RJ,101.0,108.0,CAMPOS DOS GOYTACAZES,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Garoa/Chuvisco,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-21.8358566,-41.4205988,SPRF-RJ,DEL08-RJ,UOP02-DEL08-RJ,06/01/2022 09:00:00,0.3,25.6,30.2,87.0,86.0,6.9,1.0
17673,407113,1/6/2022,quinta-feira,12:33:00,GO,70.0,446.0,ARAGARCAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,3,0,3,0,0,0,3,1,-15.910333,-52.030002,SPRF-GO,DEL04-GO,UOP01-DEL04-GO,06/01/2022 13:00:00,0.2,28.6,33.6,73.0,47.0,4.0,1.0
17705,407172,1/6/2022,quinta-feira,17:50:00,SP,116.0,566.7,BARRA DO TURVO,Chuva,Capotamento,Com Vítimas Feridas,Anoitecer,Crescente,Chuva,Dupla,Curva,Não,2,0,1,1,0,0,2,1,-25.041697,-48.549812,SPRF-SP,DEL05-SP,UOP02-DEL05-SP,06/01/2022 18:00:00,0.5,19.6,20.5,91.0,100.0,14.0,1.0
17719,407196,1/7/2022,sexta-feira,4:00:00,MG,381.0,646.2,SANTO ANTONIO DO AMPARO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,5,0,4,0,1,0,4,1,-20.945624,-44.88143,SPRF-MG,DEL04-MG,UOP02-DEL04-MG,07/01/2022 04:00:00,0.4,19.4,22.2,96.0,100.0,3.3,0.0
17720,407198,1/7/2022,sexta-feira,0:30:00,RJ,116.0,45.0,TERESOPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,1,0,1,0,0,0,1,1,-22.16311405,-42.81414095,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ,07/01/2022 01:00:00,2.5,20.4,24.0,95.0,100.0,0.5,0.0
17721,407199,1/7/2022,sexta-feira,5:55:00,MG,40.0,474.5,SETE LAGOAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Amanhecer,Decrescente,Chuva,Dupla,Desvio Temporário,Não,4,0,2,0,2,0,2,1,-19.50551591,-44.27423377,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,07/01/2022 06:00:00,1.0,19.5,21.5,95.0,100.0,8.8,1.0
17735,407216,1/7/2022,sexta-feira,7:28:00,MG,381.0,732.4,CARMO DA CACHOEIRA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,2,0,2,0,0,0,2,1,-21.55413799,-45.24499427,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,07/01/2022 07:00:00,0.1,19.1,21.5,95.0,67.0,4.0,1.0
17739,407227,1/7/2022,sexta-feira,9:00:00,PR,116.0,0.1,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,1,-25.0604,-48.562973,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,07/01/2022 09:00:00,0.2,19.0,19.1,78.0,100.0,11.4,1.0
17751,407258,1/7/2022,sexta-feira,14:00:00,MG,262.0,537.8,LUZ,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,5,0,4,0,0,1,4,1,-19.77286917,-45.77984801,SPRF-MG,DEL08-MG,UOP02-DEL08-MG,07/01/2022 14:00:00,5.8,22.8,26.6,85.0,100.0,1.3,1.0
17763,407300,1/7/2022,sexta-feira,15:55:00,MG,381.0,794.9,SAO GONCALO DO SAPUCAI,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,4,0,2,0,2,0,2,1,-21.92913899,-45.61170907,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,07/01/2022 16:00:00,0.7,22.4,24.8,83.0,100.0,7.9,1.0
17776,407323,1/7/2022,sexta-feira,16:30:00,PR,116.0,6.0,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,3,0,1,0,2,0,1,1,-25.08258,-48.612372,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,07/01/2022 17:00:00,0.0,19.7,19.3,76.0,83.0,14.3,1.0
17789,407355,1/7/2022,sexta-feira,19:15:00,MG,40.0,608.2,CONGONHAS,Chuva,Colisão frontal,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,2,0,2,0,0,0,2,2,-20.490693,-43.837029,SPRF-MG,DEL05-MG,UOP02-DEL05-MG,07/01/2022 19:00:00,2.2,19.6,21.2,94.0,100.0,11.3,0.0
17816,407396,1/8/2022,sábado,1:10:00,MG,262.0,470.9,BOM DESPACHO,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Reta,Não,1,0,0,0,1,0,0,1,-19.7905492,-45.1584721,SPRF-MG,DEL08-MG,UOP03-DEL08-MG,08/01/2022 01:00:00,0.4,20.4,22.8,98.0,100.0,9.7,0.0
17861,407470,1/8/2022,sábado,11:15:00,RJ,116.0,74.0,TERESOPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,-22.35343905,-42.94244164,SPRF-RJ,DEL04-RJ,UOP01-DEL04-RJ,08/01/2022 11:00:00,0.5,21.7,24.7,91.0,100.0,6.8,1.0
17909,407542,1/8/2022,sábado,16:45:00,RJ,116.0,176.0,NOVA IGUACU,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Múltipla,Reta,Sim,4,0,1,0,1,2,1,3,-22.7839538,-43.38195488,SPRF-RJ,DEL01-RJ,UOP02-DEL01-RJ,08/01/2022 17:00:00,0.8,22.8,25.3,94.0,100.0,15.1,1.0
17919,407559,1/8/2022,sábado,14:30:00,MG,50.0,7.0,UBERLANDIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-18.9113,-48.2622,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,08/01/2022 15:00:00,3.2,25.0,28.0,76.0,100.0,7.2,1.0
17920,407560,1/8/2022,sábado,14:45:00,MG,50.0,11.0,UBERLANDIA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,0,1,0,0,1,1,-18.9113,-48.2622,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,08/01/2022 15:00:00,3.2,25.0,28.0,76.0,100.0,7.2,1.0
17980,407644,1/8/2022,sábado,20:00:00,MG,262.0,539.4,LUZ,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Decrescente,Chuva,Simples,Curva,Não,2,0,2,0,0,0,2,1,-19.76268587,-45.79506296,SPRF-MG,DEL08-MG,UOP02-DEL08-MG,08/01/2022 20:00:00,0.6,21.7,23.5,83.0,100.0,9.3,0.0
17987,407655,1/9/2022,domingo,8:00:00,RJ,40.0,34.0,AREAL,Chuva,Colisão com objeto,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Curva,Não,2,0,1,0,1,0,1,1,-22.20122568,-43.14116761,SPRF-RJ,DEL06-RJ,UOP01-DEL06-RJ,09/01/2022 08:00:00,0.2,20.3,23.1,93.0,100.0,3.7,1.0
17988,407656,1/6/2022,quinta-feira,7:00:00,MG,40.0,651.2,CRISTIANO OTONI,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,1,0,1,0,0,0,1,1,-20.83352974,-43.80472872,SPRF-MG,DEL05-MG,UOP02-DEL05-MG,06/01/2022 07:00:00,1.0,19.3,20.7,94.0,100.0,12.2,1.0
17993,407665,1/9/2022,domingo,9:40:00,MG,40.0,463.0,SETE LAGOAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,5,0,2,0,3,0,2,1,-19.42224803,-44.33870213,SPRF-MG,DEL02-MG,UOP01-DEL02-MG,09/01/2022 10:00:00,2.0,21.0,23.9,96.0,100.0,8.0,1.0
18015,407694,1/9/2022,domingo,14:00:00,MG,381.0,732.3,CARMO DA CACHOEIRA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,2,0,1,0,1,0,1,1,-21.52123066,-45.22345524,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,09/01/2022 14:00:00,1.1,19.1,19.2,91.0,100.0,18.5,1.0
18039,407728,1/9/2022,domingo,18:00:00,SP,381.0,69.0,MAIRIPORA,Chuva,Colisão com objeto,Com Vítimas Feridas,Anoitecer,Decrescente,Chuva,Dupla,Desvio Temporário,Não,1,0,1,0,0,0,1,1,-23.34553108,-46.56787903,SPRF-SP,DEL03-SP,UOP01-DEL03-SP,09/01/2022 18:00:00,0.1,18.3,18.2,87.0,94.0,14.5,1.0
18049,407747,1/9/2022,domingo,17:30:00,MG,365.0,674.0,MONTE ALEGRE DE MINAS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-18.86310541,-48.7660933,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,09/01/2022 18:00:00,0.1,23.1,26.0,81.0,65.0,5.4,1.0
18084,407798,1/9/2022,domingo,18:30:00,RJ,40.0,93.0,PETROPOLIS,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,2,0,0,1,1,0,1,1,-22.5554282,-43.25829998,SPRF-RJ,DEL06-RJ,UOP02-DEL06-RJ,09/01/2022 19:00:00,0.6,20.0,23.0,96.0,100.0,4.0,0.0
18101,407827,1/10/2022,segunda-feira,4:35:00,SC,101.0,63.7,ARAQUARI,Chuva,Colisão frontal,Com Vítimas Feridas,Amanhecer,Crescente,Chuva,Dupla,Curva,Sim,9,0,5,1,3,0,6,2,-26.45898367,-48.7584088,SPRF-SC,DEL03-SC,UOP02-DEL03-SC,10/01/2022 05:00:00,1.8,20.9,23.2,95.0,100.0,10.8,0.0
18119,407854,1/10/2022,segunda-feira,8:00:00,MG,262.0,355.0,BETIM,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-19.96466575,-44.17285107,SPRF-MG,DEL01-MG,UOP03-DEL01-MG,10/01/2022 08:00:00,0.6,19.7,20.9,96.0,100.0,14.8,1.0
18179,408003,1/10/2022,segunda-feira,15:25:00,PR,376.0,451.0,TIBAGI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,4,0,1,0,3,0,1,1,-24.94239016,-50.40224704,SPRF-PR,DEL03-PR,UOP02-DEL03-PR,10/01/2022 15:00:00,0.5,21.3,22.8,86.0,95.0,13.3,1.0
18214,408059,1/11/2022,terça-feira,9:30:00,PR,116.0,14.0,CAMPINA GRANDE DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-25.09836429,-48.67391969,SPRF-PR,DEL01-PR,UOP02-DEL01-PR,11/01/2022 10:00:00,0.6,20.1,22.9,97.0,100.0,5.8,1.0
18253,408145,1/11/2022,terça-feira,17:15:00,MG,381.0,794.1,SAO GONCALO DO SAPUCAI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-21.92913899,-45.61170907,SPRF-MG,DEL16-MG,UOP02-DEL16-MG,11/01/2022 17:00:00,1.1,21.2,23.9,88.0,100.0,4.9,1.0
18301,408245,1/11/2022,terça-feira,21:00:00,GO,414.0,219.0,NIQUELANDIA,Chuva,Colisão lateral sentido oposto,Sem Vítimas,Plena Noite,Crescente,Chuva,Simples,Curva,Não,4,0,0,0,3,1,0,2,-14.56381892,-48.55944814,SPRF-GO,DEL07-GO,UOP02-DEL07-GO,11/01/2022 21:00:00,1.1,21.1,24.8,97.0,86.0,3.1,0.0
18385,408390,1/13/2022,quinta-feira,13:00:00,PR,376.0,462.0,PONTA GROSSA,Chuva,Capotamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,2,0,2,0,0,0,2,1,-25.01599,-50.338458,SPRF-PR,DEL03-PR,UOP01-DEL03-PR,13/01/2022 13:00:00,0.7,21.9,25.0,88.0,100.0,4.7,1.0
18506,408613,1/14/2022,sexta-feira,17:10:00,PR,277.0,108.0,CAMPO LARGO,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-25.436224,-49.442509,SPRF-PR,DEL01-PR,UOP03-DEL03-PR,14/01/2022 17:00:00,3.7,23.5,26.1,80.0,100.0,8.2,1.0
18515,408624,1/14/2022,sexta-feira,17:30:00,PR,476.0,129.0,CURITIBA,Chuva,Colisão traseira,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Múltipla,Reta,Sim,2,0,0,1,1,0,1,2,-25.440983,-49.233715,SPRF-PR,DEL01-PR,UOP03-DEL01-PR,14/01/2022 18:00:00,0.8,23.1,26.8,87.0,98.0,4.3,1.0
18635,408817,1/15/2022,sábado,13:15:00,PR,376.0,324.0,ORTIGUEIRA,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,1,0,0,0,1,1,-24.08335501,-51.05936802,SPRF-PR,DEL07-PR,UOP02-DEL07-PR,15/01/2022 13:00:00,1.1,28.0,32.7,61.0,37.0,7.1,1.0
18651,408838,1/15/2022,sábado,15:15:00,SC,470.0,210.3,SAO CRISTOVAO DO SUL,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Não Informado,Não,2,0,2,0,0,0,2,1,-27.302412,-50.219173,SPRF-SC,DEL05-SC,UOP03-DEL05-SC,15/01/2022 15:00:00,0.1,23.9,27.7,86.0,100.0,6.3,1.0
18700,408905,1/15/2022,sábado,14:50:00,SC,282.0,108.0,ALFREDO WAGNER,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Nublado,Simples,Curva,Não,5,0,5,0,0,0,5,1,-27.710777,-49.356228,SPRF-SC,DEL01-SC,UOP03-DEL01-SC,15/01/2022 15:00:00,0.6,24.7,28.3,83.0,31.0,7.5,1.0
18719,408932,1/16/2022,domingo,5:15:00,SP,116.0,394.9,MIRACATU,Chuva,Capotamento,Com Vítimas Feridas,Amanhecer,Decrescente,Céu Claro,Dupla,Reta,Não,1,0,1,0,0,0,1,1,-24.28717454,-47.45143994,SPRF-SP,DEL04-SP,UOP02-DEL04-SP,16/01/2022 05:00:00,0.0,22.2,26.6,98.0,26.0,2.8,0.0
18804,409048,1/16/2022,domingo,17:40:00,PR,376.0,437.5,TIBAGI,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Curva,Não,4,0,3,0,1,0,3,1,-24.84593393,-50.47413272,SPRF-PR,DEL03-PR,UOP02-DEL03-PR,16/01/2022 18:00:00,0.0,23.2,24.8,78.0,69.0,13.0,1.0
18834,409085,1/16/2022,domingo,20:50:00,RS,386.0,439.0,NOVA SANTA RITA,Chuva,Colisão com objeto,Sem Vítimas,Plena Noite,Crescente,Chuva,Dupla,Curva,Não,1,0,0,0,0,1,0,1,-29.871458,-51.248714,SPRF-RS,DEL04-RS,UOP02-DEL04-RS,16/01/2022 21:00:00,0.0,27.2,32.1,84.0,60.0,9.5,0.0
18858,409340,1/16/2022,domingo,22:30:00,RS,116.0,339.0,TAPES,Chuva,Saída de leito carroçável,Sem Vítimas,Plena Noite,Decrescente,Chuva,Simples,Não Informado,Não,1,0,0,0,1,0,0,1,-30.63466261,-51.55042648,SPRF-RS,DEL02-RS,UOP02-DEL02-RS,16/01/2022 23:00:00,0.0,28.1,30.6,74.0,50.0,20.5,0.0
19091,409885,1/19/2022,quarta-feira,14:15:00,MG,50.0,69.0,UBERLANDIA,Chuva,Tombamento,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Dupla,Reta,Sim,1,0,1,0,0,0,1,1,-18.85140204,-48.25345932,SPRF-MG,DEL15-MG,UOP01-DEL15-MG,19/01/2022 14:00:00,0.0,28.3,32.0,55.0,64.0,7.5,1.0
19128,409947,1/19/2022,quarta-feira,16:30:00,PR,376.0,338.0,ORTIGUEIRA,Chuva,Saída de leito carroçável,Sem Vítimas,Pleno dia,Decrescente,Chuva,Dupla,Curva,Não,1,0,0,0,1,0,0,1,-24.1569867,-50.97397383,SPRF-PR,DEL07-PR,UOP02-DEL07-PR,19/01/2022 17:00:00,0.4,24.1,28.6,85.0,37.0,1.5,1.0
19224,410121,1/20/2022,quinta-feira,22:20:00,RN,427.0,99.6,CAICO,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Sim,1,0,1,0,0,0,1,1,-6.45929918,-37.09847983,SPRF-RN,DEL03-RN,UOP01-DEL03-RN,20/01/2022 22:00:00,0.0,27.8,29.4,60.0,8.0,13.1,0.0
19253,410181,1/21/2022,sexta-feira,7:40:00,MG,40.0,246.0,SAO GONCALO DO ABAETE,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Pleno dia,Crescente,Chuva,Simples,Curva,Não,1,0,0,1,0,0,1,1,-18.10077414,-45.46908824,SPRF-MG,DEL14-MG,UOP02-DEL14-MG,21/01/2022 08:00:00,0.0,24.2,27.2,80.0,18.0,8.0,1.0
19552,410679,1/23/2022,domingo,17:05:00,PR,376.0,249.0,APUCARANA,Chuva,Queda de ocupante de veículo,Com Vítimas Feridas,Pleno dia,Decrescente,Chuva,Dupla,Não Informado,Não,1,0,0,1,0,0,1,1,-23.6106323,-51.39902115,SPRF-PR,DEL07-PR,UOP02-DEL07-PR,23/01/2022 17:00:00,0.5,28.5,33.3,69.0,13.0,1.5,1.0
19705,410964,1/24/2022,segunda-feira,20:30:00,RS,285.0,360.0,COLORADO,Chuva,Saída de leito carroçável,Com Vítimas Feridas,Plena Noite,Crescente,Chuva,Simples,Reta,Não,2,0,2,0,0,0,2,1,-28.36536,-52.977024,SPRF-RS,DEL08-RS,UOP03-DEL08-RS,24/01/2022 21:00:00,0.0,29.2,31.2,55.0,48.0,9.5,0.0
